Machine_ID,Machine_Type,Processing_Time_Min,Waiting_Time_Min,Downtime_Min,Throughput_Units,Worker_Count,Machine_Utilization_Percent,Defect_Rate_Percent,Energy_Consumption_kWh,Bottleneck_Score,Factory_Health_Score
M19407,M,61.7,28.92,17.7,58.09,3,92.92,5.17,136.22,58.41,58.68
L51728,L,60.92,25.06,11.85,63.02,6,95.26,5.25,104.62,51.6,62.51
L51729,L,60.43,25.3,18.95,64.8,5,92.42,5.31,105.98,52.08,61.45
M19410,M,61.1,26.13,16.05,62.28,6,93.58,5.36,110.54,53.65,60.85
M19411,M,60.94,24.74,19.2,63.83,3,92.32,5.44,97.88,51.27,61.57
M19412,M,55.85,22.24,13.35,82.88,7,94.66,5.52,83.0,46.87,64.19
L51733,L,55.74,11.35,9.0,67.38,5,96.4,0.0,120.02,20.34,88.93
L51734,L,51.62,7.21,7.1,83.8,6,97.16,0.05,91.36,12.99,92.69
L51735,L,52.52,7.0,4.2,81.0,2,98.32,0.11,87.2,12.67,93.03
M19416,M,57.55,28.28,39.3,53.31,5,84.28,3.16,129.38,46.31,66.6
L51737,L,52.73,7.3,8.45,80.65,2,96.62,0.24,86.32,13.38,91.98
L51738,L,57.41,27.76,39.55,54.57,4,84.18,3.29,122.38,45.54,66.69
L51739,L,56.53,11.96,1.65,65.67,2,99.34,0.35,116.06,21.89,88.2
L51740,L,54.21,11.68,3.75,74.01,2,98.5,0.4,115.74,21.43,88.11
L51741,L,54.08,9.41,1.85,75.8,7,99.26,0.45,96.6,17.44,90.19
L51742,L,57.22,15.94,2.95,61.93,6,98.82,0.51,143.36,29.22,84.08
L51743,L,48.86,6.68,6.05,95.51,5,97.58,0.56,79.54,12.69,91.93
L51744,L,55.63,11.72,4.15,69.94,6,98.34,0.61,109.32,21.78,87.47
H33979,H,59.19,30.75,33.25,48.38,6,86.7,3.67,135.5,51.38,63.65
L51746,L,57.49,15.02,3.5,62.59,5,98.6,0.8,129.04,27.95,84.08
M19427,M,56.84,13.74,7.6,65.68,5,96.96,0.85,118.42,25.7,84.68
M19428,M,55.42,11.82,6.75,71.84,4,97.3,0.93,103.3,22.38,86.27
L51749,L,54.33,11.79,6.9,75.9,4,97.24,1.01,102.72,22.42,86.07
L51750,L,59.1,31.25,33.0,49.97,3,86.8,4.07,130.64,52.79,62.17
L51751,L,53.4,10.81,7.1,80.0,7,97.16,1.12,93.76,20.8,86.65
M19432,M,55.67,12.64,11.2,71.48,6,95.52,1.17,104.12,24.16,84.46
H33987,H,57.51,14.64,2.35,64.48,4,99.06,1.25,115.72,27.82,83.35
M19434,M,58.15,14.34,7.6,62.93,4,96.96,1.39,109.44,27.46,82.74
M19435,M,57.74,16.88,7.75,63.41,5,96.9,1.47,128.54,32.11,80.24
M19436,M,50.71,10.09,3.9,91.26,6,98.44,1.55,82.12,20.05,86.49
L51757,L,52.63,10.8,6.05,84.6,2,97.58,1.63,83.4,21.43,85.42
L51758,L,55.01,13.19,6.15,75.46,2,97.54,1.68,98.02,25.78,83.14
L51759,L,58.95,32.25,39.25,52.58,4,84.3,4.73,123.88,55.43,58.9
L51760,L,57.27,14.61,6.35,67.4,7,97.46,1.79,103.88,28.46,81.56
L51761,L,55.77,13.74,9.45,73.18,5,96.22,1.84,97.82,26.98,81.89
L51762,L,55.35,14.9,4.55,74.25,7,98.18,1.89,106.48,29.12,81.2
M19443,M,57.84,15.26,11.65,65.72,2,95.34,1.95,104.74,29.84,80.02
L51764,L,56.72,14.16,6.8,70.42,2,97.28,2.03,95.6,27.95,81.29
L51765,L,56.59,14.29,7.9,71.01,7,96.84,2.08,95.66,28.26,80.92
L51766,L,59.1,18.48,10.0,60.51,6,96.0,2.13,124.5,35.83,76.82
M19447,M,57.53,14.91,9.1,67.9,7,96.36,2.19,96.94,29.5,79.96
L51768,L,56.79,16.42,4.25,69.99,2,98.3,2.27,108.28,32.32,78.88
L51769,L,54.56,14.46,4.35,78.82,6,98.26,2.32,94.42,28.87,80.49
L51770,L,58.48,16.14,13.45,64.73,5,94.62,2.37,101.32,31.96,77.93
H34005,H,49.14,11.73,10.55,99.24,6,95.78,2.43,77.64,24.11,82.04
L51772,L,57.25,16.16,5.8,69.67,7,97.68,2.56,98.9,32.21,78.19
L51773,L,59.43,18.31,5.9,61.29,5,97.64,2.61,111.98,36.15,76.11
M19454,M,59.81,18.35,7.0,60.18,6,97.2,2.67,110.54,36.28,75.83
M19455,M,58.84,19.22,13.15,63.39,4,94.74,2.75,117.0,37.93,74.23
L51776,L,60.37,35.38,41.3,50.36,3,83.48,5.83,122.42,62.43,53.0
M19457,M,58.55,19.39,8.4,64.81,4,96.64,2.88,115.8,38.42,74.19
L51778,L,59.97,21.18,5.55,59.36,5,97.78,2.96,126.38,41.73,72.66
L51779,L,59.72,22.99,11.65,59.5,7,95.34,3.01,140.0,45.04,70.29
L51780,L,60.67,35.25,43.75,50.32,2,82.5,6.07,115.58,62.5,52.24
M19461,M,60.54,37.94,37.85,49.63,5,84.86,6.12,136.04,67.38,50.29
M19462,M,60.09,20.02,12.0,60.44,3,95.2,3.2,111.58,39.96,72.42
H34017,H,59.56,24.42,7.15,60.39,4,97.14,3.28,145.64,47.93,68.76
L51784,L,54.35,16.39,7.4,82.8,7,97.04,3.41,85.6,33.72,75.58
H34019,H,59.52,22.58,11.5,62.16,6,95.4,3.47,126.78,44.87,69.48
L51786,L,58.4,22.12,6.75,66.74,3,97.3,3.6,121.72,44.23,70.01
L51787,L,52.29,16.01,11.85,91.0,7,95.26,3.65,80.0,33.34,74.84
M19468,M,59.06,20.62,10.95,65.64,4,95.62,3.71,106.38,41.67,70.66
L51789,L,60.07,22.36,10.1,61.62,5,95.96,3.79,117.12,44.89,68.97
L51790,L,61.03,22.84,16.2,58.28,5,93.52,3.84,118.48,45.83,67.79
L51791,L,61.51,40.73,38.3,47.88,2,84.68,6.89,139.7,73.37,45.7
L51792,L,49.51,15.96,12.4,101.72,5,95.04,3.95,76.88,33.63,74.05
L51793,L,61.08,25.9,7.5,57.2,5,97.0,4.0,139.26,51.51,65.5
H34028,H,59.69,21.41,11.6,64.45,7,95.36,4.05,104.06,43.53,68.97
L51795,L,55.62,19.89,14.85,79.71,4,94.06,4.19,94.46,40.96,69.66
L51796,L,55.15,18.84,10.95,82.03,2,95.62,4.24,85.58,39.17,70.84
M19477,M,55.18,18.71,8.05,82.2,2,96.78,4.29,83.22,38.98,71.12
M19478,M,62.49,41.52,43.2,45.99,5,82.72,7.37,133.9,75.4,43.23
H34033,H,52.09,18.28,17.35,93.66,5,93.06,4.45,80.52,38.44,70.14
L51800,L,62.72,41.91,47.6,45.84,2,80.96,7.59,131.92,76.37,41.88
L51801,L,62.7,41.67,39.7,46.22,5,84.12,7.64,128.82,76.01,42.75
M19482,M,60.07,23.4,9.8,64.6,2,96.08,4.69,105.12,47.92,65.67
L51803,L,60.18,24.5,14.95,64.0,4,94.02,4.77,111.9,49.97,63.97
M19484,M,61.65,24.43,9.05,59.18,7,96.38,4.83,108.16,49.92,64.48
L51805,L,60.53,26.15,9.2,62.48,4,96.32,4.91,121.62,53.1,62.72
L51806,L,58.36,22.33,13.3,72.04,6,94.68,4.96,92.88,46.33,65.59
M19487,M,59.47,24.76,15.4,67.22,5,93.84,5.01,109.64,50.76,63.05
M19488,M,59.49,24.46,17.55,67.62,4,92.98,5.09,105.34,50.31,62.9
L51809,L,57.57,22.04,11.7,75.73,2,95.32,5.17,86.9,46.09,65.44
L51810,L,57.4,21.63,9.8,76.74,4,96.08,5.23,82.62,45.41,65.86
L51811,L,62.81,26.99,16.9,55.66,7,93.24,5.28,116.86,55.09,60.21
M19492,M,63.64,44.42,48.0,44.29,3,80.8,8.33,134.0,81.82,37.62
L51813,L,62.98,28.86,13.15,54.67,5,94.74,5.41,128.64,58.62,58.55
L51814,L,57.61,24.0,17.25,75.75,5,93.1,5.47,95.9,49.97,62.36
M19495,M,59.72,25.48,12.35,67.96,4,95.06,5.52,103.68,52.7,61.38
L51816,L,61.96,27.55,13.5,59.52,2,94.6,5.6,115.32,56.5,59.2
M19497,M,56.48,23.14,11.6,80.78,7,95.36,5.65,86.34,48.65,63.21
L51818,L,62.0,25.9,19.75,60.75,3,92.1,5.73,99.08,53.71,59.7
L51819,L,59.39,25.31,19.85,70.19,5,92.06,5.79,96.74,52.72,60.08
L51820,L,62.68,27.54,17.95,57.98,6,92.82,5.84,108.9,56.8,58.13
H34055,H,61.89,28.36,12.05,60.52,6,95.18,5.89,115.28,58.32,57.85
L51822,L,65.76,46.73,49.3,38.53,6,80.28,9.03,133.96,86.84,33.6
L51823,L,64.57,46.79,44.4,42.8,6,82.24,9.08,134.88,87.01,33.89
L51824,L,61.87,28.7,19.5,61.35,3,92.2,6.13,112.68,59.24,56.16
L51825,L,58.75,24.96,12.6,74.12,6,94.96,6.19,85.84,52.6,60.07
L51826,L,62.23,45.22,45.7,52.24,7,81.72,9.24,121.94,84.4,34.75
L51827,L,48.5,5.38,8.0,95.21,7,96.8,0.0,82.16,9.63,94.38
L51828,L,53.34,8.28,1.1,77.36,5,99.56,0.05,97.6,14.92,92.32
M19509,M,56.82,15.1,6.2,62.2,7,97.52,0.11,146.1,27.19,85.57
L51830,L,53.08,8.18,8.35,78.81,2,96.66,0.19,94.16,14.91,91.34
L51831,L,57.64,28.5,33.45,53.2,7,86.62,3.24,129.18,46.8,66.78
L51832,L,56.2,14.1,3.55,65.55,2,98.58,0.29,134.84,25.65,86.23
M19513,M,54.19,9.91,6.65,74.74,3,97.34,0.35,102.88,18.21,89.54
M19514,M,55.5,13.18,6.8,68.91,7,97.28,0.43,125.4,24.17,86.38
L51835,L,50.59,7.17,5.95,89.12,4,97.62,0.51,82.28,13.5,91.64
L51836,L,53.97,9.75,8.05,76.42,6,96.78,0.56,97.12,18.2,88.98
L51837,L,54.0,10.64,3.15,76.08,7,98.74,0.61,102.96,19.85,88.53
L51838,L,53.31,10.7,2.25,78.6,3,99.1,0.67,103.18,20.03,88.43
M19519,M,56.14,13.28,4.35,67.81,3,98.26,0.72,118.78,24.73,85.76
L51840,L,56.96,13.38,2.5,65.26,2,99.0,0.8,116.58,24.99,85.65
L51841,L,58.31,29.58,38.6,52.71,5,84.56,3.85,123.2,49.53,63.67
H34076,H,54.63,10.64,1.7,75.03,6,99.32,0.91,95.54,20.23,87.9
L51843,L,57.95,16.6,3.95,61.15,2,98.42,1.04,135.58,31.07,81.99
M19524,M,55.44,14.8,2.05,70.9,7,99.18,1.09,123.52,27.93,83.65
M19525,M,59.3,32.02,35.2,49.34,6,85.92,4.17,134.14,54.3,60.98
M19526,M,55.57,12.91,11.35,72.0,5,95.46,1.25,104.58,24.73,83.99
H34081,H,54.47,11.65,6.5,76.72,7,97.4,1.33,94.22,22.58,85.4
H34082,H,54.02,11.38,9.75,78.91,5,96.1,1.47,89.64,22.25,84.97
M19529,M,58.82,31.62,34.0,52.84,4,86.4,4.6,122.06,54.14,60.33
L51850,L,55.46,13.92,11.15,73.54,3,95.54,1.68,103.2,27.08,81.99
L51851,L,56.96,16.05,5.25,67.52,4,97.9,1.73,117.02,30.97,80.52
L51852,L,58.46,19.26,5.35,60.97,3,97.86,1.79,139.44,36.79,77.5
L51853,L,57.22,14.57,3.45,67.76,6,98.62,1.84,102.42,28.45,81.75
L51854,L,58.55,16.88,10.55,62.26,7,95.78,1.89,117.88,32.66,78.83
H34089,H,55.48,14.22,12.65,74.34,2,94.94,1.95,99.58,27.95,80.86
L51856,L,51.99,11.57,3.9,88.17,5,98.44,2.08,80.18,23.37,83.76
H34091,H,58.06,18.15,4.0,64.22,2,98.4,2.13,123.32,35.24,77.71
H34092,H,58.07,16.82,5.25,65.39,2,97.9,2.27,109.72,33.04,78.42
L51859,L,55.03,14.88,6.5,77.31,4,97.4,2.4,95.3,29.71,79.69
L51860,L,58.06,17.31,5.6,65.9,5,97.76,2.45,109.42,34.15,77.46
M19541,M,55.68,16.2,11.7,74.85,6,95.32,2.51,102.58,32.21,77.71
L51862,L,57.1,15.68,11.85,70.51,3,95.26,2.59,94.74,31.4,77.94
L51863,L,54.7,16.14,8.95,78.73,4,96.42,2.64,100.52,32.29,77.68
M19544,M,59.35,34.28,42.05,53.91,7,83.18,5.69,118.02,60.28,54.27
M19545,M,56.44,16.02,13.2,73.34,2,94.72,2.77,94.14,32.24,77.01
M19546,M,57.48,17.11,13.35,69.54,2,94.66,2.85,99.64,34.3,75.81
L51867,L,48.53,13.05,5.5,102.62,3,97.8,2.93,77.66,27.12,80.02
L51868,L,57.41,18.48,6.6,69.61,6,97.36,2.99,107.74,36.93,74.9
M19549,M,57.72,18.22,14.7,68.89,7,94.12,3.04,104.0,36.52,74.19
M19550,M,58.93,20.11,8.85,64.1,2,96.46,3.12,115.66,40.01,72.87
L51871,L,58.26,17.92,8.0,67.79,3,96.8,3.2,97.3,36.2,74.7
M19552,M,57.29,17.16,15.1,71.72,6,93.96,3.25,91.32,34.89,74.54
M19553,M,54.31,16.18,13.25,82.76,4,94.7,3.33,85.74,33.23,75.39
L51874,L,60.11,22.94,6.4,59.73,3,97.44,3.41,130.08,45.46,69.8
L51875,L,58.87,19.08,6.5,66.16,2,97.4,3.47,99.68,38.6,73.12
L51876,L,59.87,20.98,10.6,61.96,6,95.76,3.52,112.38,42.09,70.86
M19557,M,58.13,19.22,15.7,69.04,4,93.72,3.57,99.46,38.99,71.79
L51878,L,58.35,21.44,10.85,67.48,6,95.66,3.65,115.08,43.06,70.08
L51879,L,60.39,22.67,15.95,60.07,4,93.62,3.71,120.96,45.35,68.32
L51880,L,57.65,19.03,15.05,71.48,2,93.98,3.76,94.4,38.89,71.53
H34115,H,58.24,19.62,11.15,69.39,7,95.54,3.81,97.08,40.01,71.26
L51882,L,63.65,43.54,45.4,39.33,4,81.84,6.95,158.04,78.48,42.33
M19563,M,60.66,22.62,14.5,60.29,5,94.2,4.0,113.64,45.64,67.73
L51884,L,58.87,20.56,11.65,67.77,5,95.34,4.08,97.82,42.05,69.65
L51885,L,58.16,20.7,11.75,70.35,6,95.3,4.13,98.68,42.36,69.38
L51886,L,53.2,18.14,16.85,88.88,7,93.26,4.19,83.78,37.83,71.03
L51887,L,53.48,18.6,14.95,87.9,5,94.02,4.24,85.88,38.72,70.67
L51888,L,55.74,19.33,17.05,79.98,2,93.18,4.29,87.46,40.1,69.66
M19569,M,60.84,25.54,16.15,59.53,5,93.54,4.35,128.92,51.3,64.04
L51890,L,57.63,21.33,8.3,72.98,5,96.68,4.43,97.86,43.86,68.39
M19571,M,59.99,24.49,9.4,63.5,2,96.24,4.48,118.7,49.59,65.3
L51892,L,59.37,22.66,14.55,66.87,5,94.18,4.56,103.08,46.4,66.22
L51893,L,61.07,25.14,15.65,59.98,2,93.74,4.61,119.42,50.93,63.75
H34128,H,57.61,21.08,15.75,74.11,3,93.7,4.67,90.46,43.71,67.24
L51895,L,60.92,24.98,13.0,61.31,6,94.8,4.8,114.12,50.87,63.67
L51896,L,57.54,22.08,14.1,74.56,6,94.36,4.85,94.44,45.75,66.01
M19577,M,61.78,26.07,16.2,58.22,4,93.52,4.91,119.3,52.97,62.08
L51898,L,63.15,44.16,40.35,44.77,6,83.86,7.99,140.34,80.91,39.54
M19579,M,58.07,23.84,18.45,72.58,3,92.62,5.04,103.6,49.15,63.5
M19580,M,63.07,41.38,43.6,46.96,7,82.56,8.12,115.26,76.1,41.35
L51901,L,54.81,21.08,12.75,85.81,7,94.9,5.2,82.34,44.39,66.13
M19582,M,62.66,26.44,15.85,56.33,5,93.66,5.25,113.22,54.06,60.88
L51903,L,63.12,43.72,40.0,46.44,4,84.0,8.33,129.12,80.57,39.05
L51904,L,57.29,24.06,17.1,76.52,6,93.16,5.39,98.62,49.97,62.53
M19585,M,61.07,26.97,17.2,62.26,6,93.12,5.44,115.5,55.26,59.77
M19586,M,52.17,21.14,10.35,96.08,5,95.86,5.52,79.26,44.9,65.48
M19587,M,63.78,43.55,42.5,45.28,6,83.0,8.6,120.82,80.6,38.25
L51908,L,62.93,28.82,12.65,55.89,7,94.94,5.68,122.32,58.87,57.94
L51909,L,64.44,47.45,44.75,41.58,2,82.1,8.73,148.12,87.76,34.18
L51910,L,61.56,26.24,14.85,62.28,7,94.06,5.79,101.16,54.38,59.75
L51911,L,64.63,43.8,42.95,43.15,6,82.82,8.84,116.22,81.34,37.36
L51912,L,61.23,27.3,14.05,63.3,5,94.38,5.89,107.78,56.43,58.59
L51913,L,62.09,28.99,12.15,59.7,4,95.14,5.95,118.88,59.52,57.13
L51914,L,61.82,27.8,17.25,61.45,3,93.1,6.0,108.54,57.46,57.55
L51915,L,61.34,28.78,19.35,62.81,7,92.26,6.05,115.88,59.29,56.31
L51916,L,54.98,9.48,4.0,70.91,6,98.4,0.0,106.06,16.98,91.11
M19597,M,57.62,29.71,31.1,51.94,3,87.56,3.05,143.12,48.74,66.41
M19598,M,46.56,5.15,1.25,102.52,4,99.5,0.13,80.04,9.4,94.91
L51919,L,57.58,29.09,38.4,53.0,7,84.64,3.21,134.62,47.83,65.82
L51920,L,54.0,9.6,9.5,75.25,4,96.2,0.27,102.42,17.55,89.74
L51921,L,57.09,14.18,9.6,62.56,4,96.16,0.32,133.66,25.83,85.48
L51922,L,54.25,9.55,9.7,74.83,4,96.12,0.37,99.24,17.58,89.49
L51923,L,56.97,14.23,5.8,63.34,6,97.68,0.43,131.78,26.05,85.54
L51924,L,57.27,13.29,3.9,63.01,3,98.44,0.48,122.66,24.43,86.43
H34159,H,56.13,12.38,2.0,67.56,7,99.2,0.53,115.7,22.86,87.3
L51926,L,56.98,13.4,4.25,64.65,6,98.3,0.67,119.74,24.87,85.81
L51927,L,52.15,8.98,8.35,83.66,7,96.66,0.72,89.86,17.02,89.22
L51928,L,58.03,29.0,39.45,53.65,3,84.22,3.77,120.66,48.37,64.32
L51929,L,57.5,15.2,6.55,62.6,5,97.38,0.83,129.88,28.3,83.54
M19610,M,53.42,10.62,6.65,79.09,3,97.34,0.88,97.56,20.14,87.5
L51931,L,56.1,12.2,4.8,69.4,6,98.08,0.96,104.8,23.1,86.05
H34166,H,56.28,12.92,8.9,68.64,6,96.44,1.01,109.04,24.44,84.86
H34167,H,54.9,12.59,9.15,74.05,2,96.34,1.15,105.34,24.02,84.78
M19614,M,58.3,17.54,2.4,60.43,7,99.04,1.28,137.28,33.07,80.67
L51935,L,59.68,31.9,39.55,48.8,4,84.18,4.36,128.5,54.33,60.16
H34170,H,49.61,8.99,10.65,95.06,6,95.74,1.41,77.82,17.91,87.15
L51937,L,56.95,15.34,6.9,67.18,3,97.24,1.55,115.54,29.46,81.49
L51938,L,57.48,16.98,4.0,64.76,4,98.4,1.6,126.7,32.46,80.17
L51939,L,59.05,31.58,36.1,52.26,7,85.56,4.65,120.22,54.13,60.02
L51940,L,56.42,14.74,9.2,69.93,4,96.32,1.71,107.92,28.6,81.37
H34175,H,59.59,33.46,37.3,49.87,4,85.08,4.76,132.04,57.62,57.94
M19622,M,40.38,23.53,42.55,121.38,4,82.98,4.89,76.06,40.0,65.96
L51943,L,58.22,17.4,8.7,63.45,4,96.52,1.97,120.66,33.69,78.34
M19624,M,58.87,18.23,6.8,60.98,2,97.28,2.03,125.24,35.25,77.64
L51945,L,51.83,11.94,12.95,88.63,5,94.82,2.11,82.84,24.09,82.45
M19626,M,55.49,15.4,7.05,74.55,6,97.18,2.16,104.3,30.36,79.8
L51947,L,58.08,19.24,6.2,64.03,4,97.52,2.24,129.66,37.34,76.23
L51948,L,60.53,35.11,41.3,47.9,2,83.48,5.29,131.98,61.25,54.66
H34183,H,57.17,16.32,6.4,69.04,7,97.44,2.35,105.08,32.23,78.55
L51950,L,60.23,34.76,36.65,49.82,3,85.34,5.48,125.48,60.88,54.93
M19631,M,56.32,16.6,5.75,72.55,2,97.7,2.53,104.34,32.97,77.87
M19632,M,59.05,17.31,10.9,63.09,2,95.64,2.61,104.5,34.36,76.5
L51953,L,59.78,20.66,10.05,59.22,2,95.98,2.69,128.42,40.45,73.39
L51954,L,53.5,14.07,12.15,84.32,4,95.14,2.75,83.14,28.7,78.94
L51955,L,54.52,14.85,8.25,80.62,2,96.7,2.8,86.82,30.18,78.49
L51956,L,58.06,17.66,9.35,67.27,6,96.26,2.85,103.24,35.28,75.72
M19637,M,53.81,14.62,14.45,83.59,6,94.22,2.91,83.56,29.9,77.79
H34192,H,60.41,37.61,41.6,49.74,5,83.36,5.99,136.62,66.63,50.55
L51959,L,58.52,19.08,5.85,66.01,6,97.66,3.12,108.02,38.17,74.09
L51960,L,60.14,21.17,14.95,59.62,6,94.02,3.17,121.28,41.98,71.17
L51961,L,60.49,21.16,10.05,58.62,7,95.98,3.23,119.48,42.02,71.53
L51962,L,60.78,22.99,10.15,56.9,5,95.94,3.28,132.56,45.38,69.74
L51963,L,56.87,19.0,14.25,72.55,3,94.3,3.33,104.82,38.29,72.76
L51964,L,56.91,18.24,9.35,72.98,4,96.26,3.39,97.44,36.99,73.8
H34199,H,60.48,22.82,10.45,58.64,7,95.82,3.44,128.02,45.28,69.44
L51966,L,58.07,21.04,9.7,68.33,7,96.12,3.57,114.14,42.26,70.75
L51967,L,60.76,21.9,6.8,58.85,4,97.28,3.63,116.12,43.87,70.13
H34202,H,59.11,19.92,11.9,65.74,2,95.24,3.68,101.28,40.37,71.26
L51969,L,57.33,20.39,11.15,72.1,4,95.54,3.81,104.52,41.39,70.56
L51970,L,60.35,21.78,12.25,61.26,4,95.1,3.87,110.26,43.94,69.07
M19651,M,60.03,23.88,14.35,61.51,7,94.26,3.92,126.38,47.79,66.83
H34206,H,58.74,22.05,8.5,67.18,7,96.6,4.0,111.68,44.61,68.85
H34207,H,59.85,22.45,13.75,63.68,2,94.5,4.13,110.36,45.49,67.61
L51974,L,57.07,19.77,15.0,75.06,4,94.0,4.27,89.78,40.87,69.53
L51975,L,61.03,25.21,15.1,58.94,6,93.96,4.32,126.62,50.68,64.51
L51976,L,61.69,24.94,16.2,57.03,4,93.52,4.37,122.4,50.27,64.5
L51977,L,61.9,24.8,16.3,56.6,6,93.48,4.43,119.8,50.09,64.47
L51978,L,60.83,25.04,9.4,60.33,5,96.24,4.48,121.94,50.58,64.81
L51979,L,61.46,24.15,13.5,58.82,4,94.6,4.53,112.76,49.05,65.06
M19660,M,62.47,26.51,11.6,54.4,4,95.36,4.59,129.06,53.35,62.99
L51981,L,59.34,22.18,12.75,67.61,6,94.9,4.67,96.88,45.68,66.55
M19662,M,63.13,27.71,13.85,52.04,2,94.46,4.72,134.76,55.67,61.34
L51983,L,57.51,22.25,13.0,74.38,3,94.8,4.8,97.0,45.98,66.11
L51984,L,58.87,24.26,16.1,68.92,6,93.56,4.85,110.02,49.65,63.86
L51985,L,59.15,23.12,18.2,68.74,2,92.72,4.91,99.32,47.68,64.53
H34220,H,62.57,28.38,16.3,54.56,7,93.48,4.96,135.5,57.17,59.86
L51987,L,60.86,24.4,16.55,62.95,7,93.38,5.09,103.06,50.22,63.05
L51988,L,62.36,27.59,15.65,56.4,2,93.74,5.15,125.28,55.99,60.14
L51989,L,58.75,23.78,15.75,70.91,3,93.7,5.2,98.52,49.22,63.41
M19670,M,61.09,25.61,11.85,62.14,6,95.26,5.25,108.78,52.58,62.02
M19671,M,57.56,23.1,10.0,75.85,6,96.0,5.33,91.76,48.18,64.24
L51992,L,60.81,25.72,14.15,63.69,5,94.34,5.41,106.42,52.97,61.27
M19673,M,60.79,26.55,15.25,63.52,4,93.9,5.47,111.92,54.54,60.27
L51994,L,62.85,44.89,44.4,47.6,4,82.24,8.55,134.02,82.93,37.0
H34229,H,60.97,25.1,11.5,64.15,7,95.4,5.6,97.08,52.11,61.6
L51996,L,61.31,41.18,40.75,55.46,3,83.7,8.73,102.22,76.51,40.2
L51997,L,52.64,7.7,9.0,79.85,6,96.4,0.0,95.08,13.8,92.2
M19678,M,48.43,5.38,2.1,95.66,6,99.16,0.05,81.14,9.72,94.82
L51999,L,52.47,8.07,3.25,80.76,7,98.7,0.13,95.32,14.64,92.09
M19680,M,53.53,8.68,9.35,77.01,4,96.26,0.19,97.54,15.8,90.79
L52001,L,56.85,12.2,1.5,64.15,4,99.4,0.27,119.3,22.21,88.21
L52002,L,54.58,10.68,7.6,72.91,4,96.96,0.32,109.1,19.56,88.82
L52003,L,55.69,10.8,7.7,69.25,5,96.92,0.37,107.26,19.82,88.57
L52004,L,55.66,12.53,0.8,68.68,6,99.68,0.43,119.98,23.0,87.57
L52005,L,52.91,9.09,1.9,80.05,4,99.24,0.48,95.04,16.9,90.4
L52006,L,44.59,5.55,2.0,110.62,5,99.2,0.53,76.96,10.63,93.42
L52007,L,56.73,16.48,3.1,63.66,2,98.76,0.59,146.56,30.29,83.37
L52008,L,55.67,11.72,2.2,69.89,7,99.12,0.64,108.7,21.82,87.59
L52009,L,56.08,11.63,5.3,68.74,3,97.88,0.69,106.22,21.73,87.22
L52010,L,52.28,9.66,3.4,82.97,4,98.64,0.75,94.52,18.27,89.03
L52011,L,58.02,31.02,31.5,52.79,7,87.4,3.8,136.32,52.04,63.23
L52012,L,57.06,13.84,8.6,64.88,4,96.56,0.85,118.92,25.88,84.49
L52013,L,57.98,28.12,40.7,54.79,4,83.72,3.91,110.74,46.97,64.63
M19694,M,56.1,13.43,7.8,68.78,5,96.88,0.96,114.6,25.29,84.65
M19695,M,57.52,15.84,2.95,63.03,2,98.82,1.04,130.18,29.72,82.76
L52016,L,59.12,33.86,33.1,48.82,5,86.76,4.12,150.3,57.53,59.68
H34251,H,52.04,10.44,3.2,85.08,7,98.72,1.17,91.52,20.21,87.23
H34252,H,54.47,11.27,4.45,76.82,4,98.22,1.31,91.78,21.86,86.01
H34253,H,58.21,16.82,3.7,61.69,7,98.52,1.44,128.04,31.98,80.76
L52020,L,59.88,35.7,37.95,47.05,5,84.82,4.57,153.76,61.4,56.36
M19701,M,57.86,16.1,9.05,64.0,2,96.38,1.63,118.62,30.93,80.37
M19702,M,57.25,17.47,5.2,65.72,3,97.92,1.71,128.58,33.48,79.33
L52023,L,52.2,11.48,10.35,86.36,6,95.86,1.79,85.84,22.86,83.96
M19704,M,59.92,33.25,34.45,49.18,3,86.22,4.84,128.12,57.34,58.2
M19705,M,56.12,14.08,11.6,72.11,7,95.36,1.92,98.26,27.69,81.16
M19706,M,56.72,14.38,11.75,70.21,2,95.3,2.0,97.96,28.31,80.67
L52027,L,58.47,17.39,5.9,63.0,3,97.64,2.08,117.88,33.81,78.34
H34262,H,59.07,19.62,6.0,60.04,3,97.6,2.13,133.74,37.89,76.19
M19709,M,58.08,17.52,12.25,64.99,6,95.1,2.27,115.3,34.29,77.1
L52030,L,58.67,21.24,5.4,61.43,5,97.84,2.35,142.42,41.05,74.24
L52031,L,59.86,35.15,38.5,50.58,3,84.6,5.4,130.86,61.47,54.61
L52032,L,56.2,16.08,8.6,72.91,2,96.56,2.45,102.18,31.95,78.26
L52033,L,58.18,16.02,11.7,66.34,2,95.32,2.51,97.74,31.9,77.87
L52034,L,57.06,16.13,12.8,70.34,4,94.88,2.56,98.96,32.17,77.52
L52035,L,59.93,19.39,4.9,59.06,2,98.04,2.61,119.9,38.08,75.24
M19716,M,55.29,15.82,14.0,76.99,7,94.4,2.67,96.56,31.75,77.39
L52037,L,56.72,17.59,10.15,71.5,4,95.94,2.75,106.92,35.02,75.98
L52038,L,60.52,21.15,14.25,56.88,5,94.3,2.8,128.98,41.47,72.24
L52039,L,57.87,18.21,10.35,67.64,6,95.86,2.85,107.9,36.27,75.12
M19720,M,58.38,21.1,12.45,64.65,6,95.02,2.91,129.08,41.51,72.19
L52041,L,52.04,14.24,6.6,90.18,7,97.36,2.99,81.12,29.31,78.71
